키워드,언론사,기사명,날짜,URL
컨슈머타임스,은행 영업점 폐쇄 가속화…고령층·장애인 포용 가능할까,2021.06.30.,http://www.cstimes.com/news/articleView.html?idxno=465843,고령층 교육
시장경제신문,"OK저축은행, 고령층 대상 '보이스피싱 예방' 금융교육 진행",2021.06.07.,http://www.meconomynews.com/news/articleView.html?idxno=54175,고령층 교육
경남매일신문,함안소방서， 대처능력 향상 위한 응급처치 집중 홍보,2021-09-29,http://www.gnmaeil.com/news/articleView.html?idxno=480516,고령층 교육
파이낸셜뉴스,"전남도 ""소상공인 희망회복자금 손쉽게 신청하세요""",2021-09-30,http://www.fnnews.com/news/202109301118594727,고령층 교육
중도일보,충남 성인문해교육 학습자 80%는 고령층... 충남평생교육진흥원 조사 결과,2021.05.20.,http://www.joongdo.co.kr/web/view.php?key=20210519010004337,고령층 교육
디스커버리뉴스,"문재인대통령, ""부스터샷, 고령층·의료진 등 고위험군부터 늦지 않게 시작""예...",2021.08.31.,http://www.discoverynews.kr/news/articleView.html?idxno=635164,고령층 교육
독서신문,고령자·농어민 등 정보 취약층에게 '맞춤 정책' 필요,2021-09-29,http://www.readersnews.com/news/articleView.html?idxno=104108,고령층 교육
아시아타임즈,"금감원, 'FSS 대학생 금융교육 봉사단' 제 9기 출범",2021.08.24.,https://www.asiatime.co.kr/article/20210824500341,고령층 교육
중도일보,충남 성인문해교육 학습자 80%는 고령층... 충남평생교육진흥원 조사 결과,2021.05.20.,http://www.joongdo.co.kr/web/view.php?key=20210519010004337,고령층 교육
디스커버리뉴스,"문재인대통령, ""부스터샷, 고령층·의료진 등 고위험군부터 늦지 않게 시작""예...",2021.08.31.,http://www.discoverynews.kr/news/articleView.html?idxno=635164,고령층 교육
독서신문,고령자·농어민 등 정보 취약층에게 '맞춤 정책' 필요,2021-09-29,http://www.readersnews.com/news/articleView.html?idxno=104108,고령층 교육
아시아타임즈,"금감원, 'FSS 대학생 금융교육 봉사단' 제 9기 출범",2021.08.24.,https://www.asiatime.co.kr/article/20210824500341,고령층 교육
머니S,"금감원, FSS 대학생 금융교육 봉사단 9기 출범",2021.08.25.,http://moneys.mt.co.kr/news/mwView.php?no=2021082507428090442,고령층 교육
이데일리,"""50대 이상 고령층, 금융골든벨 참여하고 상품권 받아가세요""",2021.06.15.,http://www.edaily.co.kr/news/newspath.asp?newsid=02558406629082048,고령층 교육
위클리오늘,"OK저축銀, 고령층 보이스피싱 예방에 팔 걷어",2021.06.07.,http://www.weeklytoday.com/news/articleView.html?idxno=372692,고령층 교육
뉴시스,[증평소식]노후경유차 조기폐차·LPG신차 지원 등,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001598801&cID=10806&pID=10800,고령층 교육
한국대학신문,'제2의 인생' 위해 전문대 선택한 '만학도' 증가… '전문대는 평생직업교육기...,2021.08.25.,https://news.unn.net/news/articleView.html?idxno=514032,고령층 교육
전라일보,"익산시, e-비즈니스 리더양성 교육과정 수료식 개최",2021.08.24.,http://www.jeollailbo.com/news/articleView.html?idxno=635523,고령층 교육
이데일리,"""50대 이상 고령층, 금융골든벨 참여하고 상품권 받아가세요""",2021.06.15.,http://www.edaily.co.kr/news/newspath.asp?newsid=02558406629082048,고령층 교육
위클리오늘,"OK저축銀, 고령층 보이스피싱 예방에 팔 걷어",2021.06.07.,http://www.weeklytoday.com/news/articleView.html?idxno=372692,고령층 교육
베이비타임즈,제9기 FSS 대학생 금융교육 봉사단 출범...청소년 교육 나서,2021.08.25.,http://www.babytimes.co.kr/news/articleView.html?idxno=49576,고령층 교육
뉴시스,[증평소식]노후경유차 조기폐차·LPG신차 지원 등,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001598801&cID=10806&pID=10800,고령층 교육
한국대학신문,'제2의 인생' 위해 전문대 선택한 '만학도' 증가… '전문대는 평생직업교육기...,2021.08.25.,https://news.unn.net/news/articleView.html?idxno=514032,고령층 교육
한국금융신문,"금감원, 제9기 FSS 대학생 금융교육 봉사단 발대식 개최",2021.08.24.,http://www.fntimes.com/html/view.php?ud=202108241600229321ee0209bd21_18,고령층 교육
전라일보,"익산시, e-비즈니스 리더양성 교육과정 수료식 개최",2021.08.24.,http://www.jeollailbo.com/news/articleView.html?idxno=635523,고령층 교육
신아일보,"진주시 시니어정보1센터, 국민행복 IT 경진대회 대상·은상 수상",2021-09-27,http://www.shinailbo.co.kr/news/articleView.html?idxno=1464109,고령층 교육
한스경제," ""금융 소외 없다"" 금융권, 고령층 포용 환경 조성 '박차'",2021.05.25.,http://www.sporbiz.co.kr/news/articleView.html?idxno=524682,고령층 교육
굿모닝경제,[데스크칼럼]디지털시대 심화된 고령층 금융소외,2021.05.27.,http://www.kpinews.co.kr/news/articleView.html?idxno=147836,고령층 교육
미디어펜,"금감원, 제9기 'FSS 대학생 금융교육 봉사단' 출범",2021.08.24.,http://www.mediapen.com/news/view/657437,고령층 교육
전라일보,"익산시, e-비즈니스 리더양성 교육과정 수료식 개최",2021.08.24.,http://www.jeollailbo.com/news/articleView.html?idxno=635523,고령층 교육
내일신문,"금감원, 대학생 금융교육 봉사단 출범",2021.08.25.,http://www.naeil.com/news_view/?id_art=396925,고령층 교육
신아일보,"진주시 시니어정보1센터, 국민행복 IT 경진대회 대상·은상 수상",2021-09-27,http://www.shinailbo.co.kr/news/articleView.html?idxno=1464109,고령층 교육
한스경제," ""금융 소외 없다"" 금융권, 고령층 포용 환경 조성 '박차'",2021.05.25.,http://www.sporbiz.co.kr/news/articleView.html?idxno=524682,고령층 교육
굿모닝경제,[데스크칼럼]디지털시대 심화된 고령층 금융소외,2021.05.27.,http://www.kpinews.co.kr/news/articleView.html?idxno=147836,고령층 교육
아시아경제,"60대 80%가 대면 적금 가입하는데…""비대면 가입 혜택서 소외""",2021-09-29,https://view.asiae.co.kr/article/2021092909341961812,고령층 교육
미디어펜,코로나19로 미국 노동자 세대 교체?...고령층 노동시장 조기 이탈,2021.05.23.,http://www.mediapen.com/news/view/630294,고령층 교육
뉴시스,"서울교육청, 장애인·고령층 교육기관에 스마트패드 350대 지원",2021.04.18.,http://www.newsis.com/view/?id=NISX20210416_0001409974&cID=10201&pID=10200,고령층 교육
글로벌이코노믹,"생명보험업계, 고령층 사회문제 해소 위한 사회공헌활동 '활발'",2021.05.10.,http://www.g-enews.com/ko-kr/news/article/news_all/2021051016443616817a06d56476_1/article.html,고령층 교육
뉴시스,"서울교육청, 장애인·고령층 교육기관에 스마트패드 350대 지원",2021.04.18.,http://www.newsis.com/view/?id=NISX20210416_0001409974&cID=10201&pID=10200,고령층 교육
글로벌이코노믹,"생명보험업계, 고령층 사회문제 해소 위한 사회공헌활동 '활발'",2021.05.10.,http://www.g-enews.com/ko-kr/news/article/news_all/2021051016443616817a06d56476_1/article.html,고령층 교육
이뉴스투데이,어르신들 스마트폰·키오스크 두려움은 이제 그만!!,2021-09-28,http://www.enewstoday.co.kr/news/articleView.html?idxno=1514428,고령층 교육
파이낸셜뉴스,"생명보험업계, 고령층 사회문제 해소 위한 사회공헌활동 활발",2021.05.09.,http://www.fnnews.com/news/202105091312423069,고령층 교육
헬스조선,국민 43% '건강정보 이해력' 낮아… 확증편향 경계를,2021-09-30,https://health.chosun.com/site/data/html_dir/2021/09/30/2021093001242.html,고령층 교육
매일안전신문,"정희용 의원, 정보취약계층 디지털정보화 수준…일반 국민 70%에 불과",2021-09-27,http://www.idsn.co.kr/news/articleView.html?idxno=55614,고령층 교육
국민일보,1000원 늘렸을 뿐인데… 따뜻한 밥 한 끼의 기적 [이슈&탐사],2021-09-30,http://news.kmib.co.kr/article/view.asp?arcid=0016315152&code=61121111&cp=nv,고령층 교육
CCTV뉴스,"서울시, 디지털 소외된 고령층 도울 '50+디지털 세대이음단' 모집",2021.05.10.,http://www.cctvnews.co.kr/news/articleView.html?idxno=225326,고령층 교육
프레시안,"전남도, 소상공인 희망 회복자금 손쉽게 신청하세요",2021-09-30,https://www.pressian.com/pages/articles/2021093011580635875?utm_source=naver&utm_medium=search,고령층 교육
머니투데이,"""코로나로 인터넷 쓰는 고령층 늘었다""…교육·쇼핑도 온라인으로",2021.03.03.,http://news.mt.co.kr/mtview.php?no=2021030314003322185,고령층 교육
