"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-007","양화345주차장","37805","2795820","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-011","잠실1234주차장","104139","6807046","2021/05"
"PLT-009","반포23주차장","85886","6247065","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-004","이촌34주차장","38762","3087618","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루12주차장","27413","2095086","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-002","난지123주차장","67333","3988502","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-003","망원23주차장","25096","2359576","2021/05"
